first_name,last_name,hard_skills,soft_skills,teamwork,creativity,class
Leila,Chouchene,2.99,0.53,3.55,3.91,2A63
Ghassen,Slimani,3.99,0.87,2.86,4.02,2A49
Sofiene,Fourati,4.25,4.72,2.45,2.29,2P30
Sami,Hamdi,2.48,4.72,3.79,2.57,1A39
Asma,Miled,4.3,4.35,1.67,0.14,5SAE33
Wided,Mabrouk,2.72,0.92,1.96,4.78,5SE32
Nizar,Ben Amor,4.4,1.78,1.15,0.97,2A4
Ahmed,Trabelsi,2.49,0.34,2.99,1.95,4SAE18
Hedi,Slimani,2.53,3.38,3.41,3.79,4GAMIX83
Chaima,Jebali,2.73,4.5,2.95,3.51,5IOSYS58
Emna,Ghanouchi,2.56,4.92,1.03,0.68,1A95
Tarek,Guettari,0.24,1.84,4.81,3.14,4GAMIX83
Adel,Ferjani,2.57,4.03,4.6,4.5,4GAMIX39
Manel,Ammar,1.75,2.44,4.59,3.8,2P87
Wafa,Khemiri,1.63,2.25,4.56,2.06,4IOSYS40
Nizar,Slimani,3.78,4.11,2.43,4.56,2A75
Amel,Ammar,1.42,4.11,4.34,3.11,4GAMIX39
Lobna,Gharbi,4.17,0.23,2.09,1.16,3B60
Tarek,Ben Ali,1.52,1.02,4.87,1.54,3A10
Nizar,Zouari,4.6,4.66,2.3,2.08,1A16
Lobna,Zayani,1.27,4.44,3.86,0.3,3A75
Walid,Toumi,3.08,2.73,0.86,4.03,5TWIN2
Wassim,Ferjani,3.75,1.14,4.84,0.9,4ARCTIC27
Nizar,Haddad,0.95,1.46,0.87,4.64,5SIM57
Khalil,Makni,2.74,2.91,0.96,3.41,2A49
Asma,Makni,1.89,1.52,0.93,0.91,4SIM89
Olfa,Cherif,2.9,1.7,0.86,4.3,2P30
Salma,Hamdi,4.68,2.06,3.27,4.76,1A77
Hamza,Ghanouchi,3.92,3.05,3.12,3.74,5INFINI39
Yasmine,Miled,4.75,4.95,2.47,2.1,4SAE18
Dorra,Khemiri,0.66,4.06,0.64,4.51,1A55
Mouna,Nasri,1.43,4.44,2.98,2.18,2P87
Oumaima,Ben Ali,2.22,0.74,4.4,0.36,1A74
Omar,Sassi,4.07,2.65,0.54,4.39,2A63
Ali,Trabelsi,3.15,4.33,2.13,3.6,3B84
Hiba,Ghanouchi,4.26,4.14,1.31,0.05,5INFINI39
Fares,Mansour,1.25,4.14,3.49,4.1,5TWIN27
Walid,Baccouche,3.22,1.06,3.19,4.21,5SE32
Sarra,Chouchene,1.46,0.44,4.32,0.4,3B96
Nadia,Mansour,1.05,2.33,4.01,4.75,3A10
Iheb,Driss,3.24,3.42,1.38,1.01,4GAMIX83
Hiba,Fourati,1.04,1.82,0.42,3.5,1A16
Asma,Haddad,0.81,0.63,0.45,2.49,1A1
Ghassen,Ammar,1.81,0.94,4.56,3.69,4NIDS26
Sonia,Ferjani,2.51,3.93,3.98,3.85,2A4
Ghassen,Baccouche,2.36,0.67,2.25,4.26,1A7
Rania,Kanzari,1.19,0.64,0.37,4.42,3A88
Foued,Karoui,3.7,4.3,0.74,1.01,5ARCTIC60
Eya,Hamdi,2.35,4.59,0.37,1.29,5SAE33
Chokri,Zouari,3.94,4.35,1.14,5.0,2A77
Mourad,Sassi,4.63,3.64,3.09,0.32,1A13
Sabrine,Trabelsi,3.67,2.51,1.38,2.15,1A7
Chaima,Jlassi,4.8,0.42,0.82,1.88,3A70
Karim,Sassi,2.28,1.72,1.85,0.69,2P36
Sami,Mansour,2.14,2.36,3.28,2.79,1A39
Lotfi,Ammar,1.74,3.19,3.07,0.92,1A95
Mouna,Jaziri,0.15,0.29,4.5,3.42,2P21
Leila,Driss,1.09,2.27,2.69,4.82,1A62
Eya,Kanzari,3.38,4.96,4.75,1.9,4SIM62
Zied,Khlifi,1.59,0.8,2.96,0.69,5IOSYS5
Lotfi,Saidi,0.88,2.08,1.03,2.68,2P51
Sami,Lahmar,4.81,2.91,1.68,0.87,3A70
Anis,Kanzari,1.37,2.8,4.32,0.12,2A75
Emna,Chouchene,1.3,1.04,0.68,1.23,3B49
Ahmed,Lahmar,1.87,1.0,3.18,3.77,2A61
Khalil,Maaloul,1.54,1.85,4.09,1.62,5ARCTIC86
Asma,Driss,3.27,0.57,1.8,3.68,5SE100
Wassim,Zayani,2.25,3.54,2.07,2.54,3A66
Zied,Jaziri,1.41,4.33,1.26,2.47,2A75
Hiba,Maaloul,4.49,1.44,2.2,5.0,2A75
Mouna,Fourati,2.01,3.4,0.44,3.43,2A71
Rim,Ammar,0.77,0.93,3.78,3.58,1A18
Asma,Ben Salah,4.23,2.01,4.62,0.9,5INFINI39
Mohamed,Fourati,4.39,4.05,2.97,3.43,1A90
Eya,Fourati,4.54,0.98,0.84,1.16,2A71
Mehdi,Karoui,0.67,4.82,4.13,3.88,4SIM89
Rym,Cherif,1.22,0.75,4.0,3.09,3A96
Zaineb,Trabelsi,1.81,0.81,3.81,3.03,5SAE33
Samira,Driss,4.43,4.69,0.35,4.16,4IOSYS40
Rym,Bouazizi,3.74,2.97,0.84,3.28,3B42
Olfa,Baccouche,0.26,1.89,1.11,1.25,1A33
Mariem,Ferjani,4.63,2.74,3.09,4.56,2A31
Wided,Ghanouchi,4.23,2.34,4.39,3.66,5SAE2
Cyrine,Baccouche,0.72,4.15,0.4,4.7,3B12
Emna,Cherif,4.41,4.62,3.75,3.13,3B11
Aymen,Makni,3.26,0.31,1.89,0.21,2A89
Ahmed,Ben Salah,3.88,1.97,2.26,2.78,3B60
Mehdi,Toumi,1.69,2.58,2.75,1.69,5IOSYS22
Iheb,Abidi,4.53,2.76,3.73,1.44,4NIDS26
Manel,Nasri,0.9,1.57,1.09,4.02,2A75
Lobna,Baccouche,3.34,1.87,4.8,3.21,2A75
Ali,Jlassi,4.14,4.25,3.25,4.59,4NIDS26
Ines,Ayari,4.9,4.44,4.45,3.22,2A63
Fethi,Jaziri,1.05,3.5,1.44,3.69,5SAE2
Mouna,Zouari,2.55,3.34,3.95,1.86,5GAMIX42
Fethi,Kanzari,0.46,2.29,0.27,2.58,5SAE2
Bechir,Maaloul,3.46,3.87,1.31,3.56,1A82
Hichem,Ferjani,4.33,3.65,4.47,0.18,3B4
Emna,Baccouche,2.4,2.7,3.58,3.24,4SAE18
Karim,Gharbi,2.02,1.05,4.75,2.73,4ARCTIC27
Tarek,Chaabane,4.74,4.15,1.33,2.85,3A70
Zaineb,Driss,2.39,0.49,1.65,1.14,2P19
Yasmine,Ben Salah,4.98,1.04,4.06,2.27,5GAMIX57
Haythem,Jlassi,4.77,2.76,3.33,1.76,4GAMIX83
Sonia,Ben Salah,3.04,0.25,3.99,4.37,1A64
Siwar,Kanzari,3.18,3.9,0.3,1.55,5SAE59
Hamza,Mansour,4.63,2.77,4.91,1.19,3B85
Zaineb,Ayari,0.68,0.24,2.0,3.79,5NIDS7
Fatma,Jlassi,0.4,4.84,3.56,2.39,5GAMIX38
Hatem,Toumi,2.92,1.25,4.17,3.28,4ARCTIC87
Ali,Zayani,0.7,4.84,2.7,4.65,5BI77
Sarra,Fourati,0.24,1.88,0.78,0.14,1A74
Salma,Rekik,3.38,1.0,4.03,2.5,5IOSYS22
Hiba,Hamdi,4.73,2.02,1.36,3.65,1A92
Olfa,Zouari,4.75,2.53,2.41,0.11,2A25
Sonia,Zayani,4.13,0.13,4.13,2.17,2A71
Foued,Khlifi,3.89,4.83,3.91,3.72,3B84
Samira,Zouari,2.88,0.42,1.72,3.45,3A96
Amel,Maaloul,3.73,0.94,2.47,3.18,1A39
Iheb,Trabelsi,4.54,2.31,2.86,4.67,2A73
Asma,Lahmar,0.64,4.93,0.31,4.59,3A60
Hatem,Baccouche,2.78,0.98,1.66,2.55,4NIDS26
Rym,Ghanouchi,4.33,3.39,2.78,4.8,3A75
Salma,Guettari,0.7,0.47,2.25,1.69,2A6
Hatem,Ben Ali,3.5,4.0,1.86,1.67,2A4
Ali,Ayari,3.2,4.43,2.75,2.12,2P99
Mohamed,Ben Salah,0.66,0.68,4.52,2.92,3B42
Walid,Cherif,2.74,3.89,2.67,4.1,1A43
Meriem,Belkhir,2.37,1.54,3.69,3.0,2P19
Adel,Jlassi,3.79,0.04,2.69,3.05,5TWIN27
Fethi,Mabrouk,2.84,3.96,3.8,2.71,5TWIN27
Nour,Hamdi,4.76,4.63,1.8,0.13,3B11
Wafa,Khlifi,1.66,0.88,0.77,2.31,1A33
Chokri,Baccouche,2.36,3.99,2.07,4.37,1A23
Walid,Mansour,1.21,0.34,3.6,2.35,3A97
Rym,Ben Ali,4.89,4.57,0.76,0.61,3A96
Rania,Zayani,0.1,3.9,3.81,1.84,5IOSYS22
Amel,Rekik,2.57,4.15,4.65,4.41,3A19
Amine,Kanzari,1.24,2.19,1.07,4.85,1A85
Anis,Miled,1.95,2.16,4.13,2.67,3B11
Amina,Abidi,0.08,3.35,3.04,1.9,2A75
Nizar,Khlifi,2.65,2.36,4.39,4.05,1A13
Meriem,Toumi,2.65,2.14,4.49,4.05,5IOSYS5
Ahmed,Khemiri,2.27,3.94,0.83,4.93,3B23
Siwar,Cherif,4.8,2.3,2.44,3.29,3B93
Wassim,Ayari,3.39,4.58,0.74,3.85,5ARCTIC86
Fares,Ghanouchi,0.95,1.91,3.33,3.87,5SIM57
Zaineb,Jebali,2.08,3.11,0.39,0.77,5SAE33
Lina,Jaziri,2.04,0.93,1.2,1.91,1A13
Khadija,Hamdi,4.92,1.83,4.05,2.02,1A23
Ghassen,Maaloul,2.21,1.59,2.23,0.66,5NIDS35
Sami,Trabelsi,4.93,2.39,4.78,0.92,5GAMIX38
Ismail,Chebbi,2.59,1.45,2.02,4.46,2P30
Chaima,Maaloul,3.19,4.66,0.79,2.91,1A23
Emna,Ferjani,4.01,4.0,3.78,2.12,3B4
Sonia,Chebbi,3.64,1.09,4.99,0.8,5IOSYS58
Salma,Ben Ali,2.57,2.59,3.24,4.89,1A48
Khalil,Saidi,0.14,3.74,0.52,2.03,3A10
Mehdi,Ghanouchi,2.42,2.81,4.98,0.52,3B11
Khadija,Lahmar,0.66,3.4,1.27,2.11,3A60
Bechir,Zouari,3.97,1.92,3.27,0.58,4SAE18
Emna,Jaziri,2.39,0.88,4.54,4.4,2A73
Aymen,Zayani,0.02,4.9,3.47,2.94,3B84
Khadija,Gharbi,2.48,2.78,1.14,0.9,2A49
Fatma,Slimani,4.47,3.48,3.52,0.34,3A55
Chaima,Nasri,4.75,0.52,3.6,1.39,2P99
Hatem,Trabelsi,1.76,3.87,3.47,3.83,5TWIN27
Oumaima,Abidi,1.26,1.17,0.24,0.68,2A75
Hiba,Ayari,4.69,1.29,0.82,0.41,2A63
Rami,Abidi,2.71,1.2,4.42,4.08,5SLEAM43
Mariem,Ben Ali,4.65,3.9,2.64,4.64,2A31
Nadia,Maaloul,1.03,4.92,2.2,0.8,2P87
Yasmine,Zayani,0.55,0.16,4.22,0.65,3A97
Tarek,Ghanouchi,4.54,1.05,1.99,0.63,4GAMIX83
Haythem,Saidi,2.26,1.43,1.86,0.61,2A63
Zied,Jebali,1.64,4.11,4.98,4.73,5ARCTIC86
Youssef,Miled,0.59,4.62,2.56,2.34,5SAE33
Walid,Miled,2.87,4.77,3.76,4.43,1A1
Fares,Baccouche,2.28,1.53,4.49,0.61,5IOSYS7
Hamza,Jaziri,3.6,2.59,3.67,4.98,4BI6
Asma,Ferjani,1.31,0.19,2.07,1.24,2A27
Sabrine,Jaziri,1.08,3.72,0.67,1.59,4BI6
Hend,Cherif,2.07,2.35,3.7,0.75,4IOSYS40
Mohamed,Trabelsi,3.5,4.28,1.86,4.33,1A85
Lina,Cherif,4.57,3.8,4.12,1.0,3A75
Oussama,Jlassi,4.83,1.98,2.8,0.88,4SAE18
Hend,Miled,3.19,3.05,0.13,3.6,5SAE33
Oussama,Toumi,0.11,4.51,2.16,1.47,3B93
Haythem,Haddad,1.92,3.88,2.72,2.1,5SE32
Rania,Toumi,0.3,1.14,3.71,2.72,5SIM57
Hamza,Ferjani,1.22,3.05,3.69,0.42,5SAE33
Wafa,Kanzari,0.05,3.08,2.32,0.36,5TWIN27
Lobna,Jlassi,1.47,0.59,4.12,4.42,1A85
Emna,Rekik,0.07,3.42,4.35,1.61,1A64
Sofiene,Chouchene,2.12,2.14,0.16,2.82,1A16
Yasmine,Toumi,4.37,4.96,2.36,1.43,4ARCTIC87
Hiba,Makni,2.97,2.27,1.47,1.34,1A48
Fares,Driss,2.37,0.96,3.54,4.86,4GAMIX39
Walid,Fourati,1.93,2.23,0.76,0.77,2P51
Leila,Ferjani,1.19,2.94,2.0,4.59,4BI6
Manel,Khemiri,2.89,3.21,0.63,1.38,2A75
Iheb,Nasri,2.55,0.53,1.47,2.67,1A1
Mourad,Jaziri,3.14,0.61,3.66,2.9,4SAE18
Olfa,Jaziri,0.47,2.48,3.23,3.44,3B85
Rim,Cherif,2.2,1.37,2.4,0.77,4SAE18
Haythem,Jebali,3.3,0.8,2.35,0.75,2P21
Wassim,Chouchene,4.57,0.67,1.19,4.54,2A89
Aymen,Miled,2.85,3.52,0.58,2.1,3B49
Sarra,Hamdi,4.1,1.18,2.33,2.13,2P82
Dorra,Rekik,1.05,3.19,1.75,3.19,5SLEAM19
Bilel,Ferjani,0.27,0.55,2.1,4.72,1A16
Rami,Fourati,4.75,1.8,1.41,3.39,2A89
Ghada,Saidi,3.9,2.83,0.35,4.96,4NIDS26
Bechir,Slimani,4.3,3.06,4.22,3.16,2A35
Khalil,Chebbi,3.69,2.56,1.01,1.8,2P30
Rim,Bouazizi,0.55,0.59,0.76,4.07,4SIM89
Ghada,Driss,2.76,4.2,4.78,2.64,3A97
Emna,Mansour,0.49,4.74,4.21,1.78,3A55
Aymen,Karoui,3.73,2.37,4.62,2.3,3A82
Wided,Jaziri,2.49,2.62,4.21,2.44,2P51
Hela,Cherif,4.79,1.28,3.04,4.95,1A39
Omar,Saidi,0.53,3.38,4.0,1.73,3B81
Khalil,Rekik,3.88,3.98,0.6,2.53,3A96
Haythem,Ben Amor,1.39,1.66,4.39,2.4,2P21
Amina,Toumi,1.05,2.65,1.92,2.85,2A77
Nizar,Baccouche,0.49,1.75,1.34,0.31,1A55
Siwar,Chouchene,3.15,2.09,3.57,2.01,1A95
Ghada,Gharbi,4.55,2.66,2.89,0.56,3B60
Eya,Maaloul,2.0,2.54,3.01,1.68,2P19
Ghada,Makni,3.89,2.2,0.42,3.67,1A39
Mourad,Guettari,1.77,3.92,2.32,2.04,5BI77
Hedi,Ben Salah,3.49,3.86,2.61,4.98,5SIM57
Ines,Mabrouk,1.68,0.17,4.02,4.52,1A82
Emna,Ben Amor,1.91,2.52,4.3,1.47,2P30
Lotfi,Slimani,2.21,4.01,3.54,2.93,3A97
Emna,Turki,4.37,4.24,2.55,0.38,3A69
Bilel,Makni,4.55,3.75,4.99,3.15,3A10
Bechir,Turki,3.7,4.05,4.24,4.48,3B84
Rym,Chaabane,1.98,2.37,0.86,0.66,3A97
Mourad,Mabrouk,4.4,2.81,3.53,2.6,3B67
Walid,Ayari,0.16,4.37,2.34,0.95,5TWIN27
Fares,Kanzari,3.48,3.98,2.47,4.34,3B84
Youssef,Ghanouchi,1.53,3.42,1.23,1.7,1A1
Wided,Haddad,0.78,4.66,1.96,0.73,5NIDS35
Nadia,Turki,2.64,0.46,0.91,2.07,2A77
Amina,Zayani,0.03,3.15,0.72,4.37,1A39
Yasmine,Ben Ali,0.36,4.67,4.28,1.89,2A61
Hedi,Sassi,4.59,0.42,3.76,0.54,2P51
Nabil,Hamdi,0.96,4.24,2.52,0.32,2A73
Amel,Zouari,1.93,4.24,4.72,4.11,5ARCTIC86
Khadija,Saidi,0.06,1.44,4.44,2.21,2A75
Emna,Jlassi,0.19,1.48,1.88,2.61,1A95
Siwar,Guettari,0.61,2.93,4.18,0.31,5GAMIX42
Leila,Chaabane,3.51,4.88,0.28,1.68,5ARCTIC86
Eya,Lahmar,2.59,3.81,3.66,3.66,1A64
Ali,Mabrouk,1.14,1.18,3.1,4.13,4IOSYS40
Chokri,Nasri,2.31,3.95,1.27,4.69,5NIDS7
Sofiene,Saidi,4.19,2.28,2.64,4.18,2A75
Hatem,Sassi,2.22,1.44,0.73,4.85,1A62
Amina,Ghanouchi,3.35,3.04,1.91,0.93,3A97
Lina,Bouazizi,0.47,1.41,1.3,4.55,2P19
Rania,Miled,1.6,1.04,0.62,4.93,1A23
Rym,Ammar,0.71,4.85,0.95,4.74,5GAMIX38
Ahmed,Gharbi,2.44,3.86,4.47,2.46,2A63
Siwar,Ghanouchi,1.29,0.37,1.7,1.58,5NIDS35
Khalil,Ben Amor,2.19,4.57,1.66,3.34,3A88
Hela,Abidi,1.52,3.53,1.08,2.11,4ARCTIC87
Khalil,Sassi,4.37,4.8,2.45,3.55,3A60
Mehdi,Gharbi,0.61,4.82,2.61,2.88,1A77
Wassim,Khemiri,3.63,4.13,3.64,4.93,5SIM56
Wided,Kanzari,4.95,2.41,1.61,2.77,3A97
Khadija,Zayani,3.66,2.29,4.27,4.61,1A82
Sonia,Rekik,2.26,3.15,3.59,3.17,5SAE2
Samira,Trabelsi,3.99,4.62,4.73,1.43,4GAMIX83
Amine,Toumi,1.62,4.23,1.45,3.56,3B67
Ghada,Rekik,3.67,1.92,4.61,0.66,5SAE59
Zied,Chouchene,2.21,0.03,1.06,0.29,4SIM62
Nizar,Jaziri,2.44,1.93,0.82,0.51,2A35
Hedi,Ammar,2.44,3.47,2.61,2.51,5SE32
Hedi,Khlifi,3.15,0.33,0.46,3.56,5SE99
Hiba,Miled,0.93,3.56,0.05,0.36,1A43
Ahmed,Rekik,4.06,1.28,1.55,1.7,4ARCTIC87
Yasmine,Belkhir,0.78,0.2,1.46,3.27,3A97
Walid,Kanzari,0.31,2.09,4.83,1.13,1A55
Hend,Zouari,3.95,3.83,4.45,0.92,1A13
Hatem,Mabrouk,1.65,2.56,0.18,1.49,1A23
Ines,Toumi,4.57,1.05,0.54,1.14,2A73
Ines,Mejri,2.8,1.04,2.18,2.42,2P99
Foued,Mejri,0.52,0.34,2.75,4.23,1A85
Bechir,Ayari,1.56,3.56,4.15,0.9,3A82
Hatem,Cherif,0.09,2.69,3.99,1.76,1A18
Ali,Miled,1.22,3.48,4.0,1.27,2A32
Mourad,Karoui,3.87,3.29,0.23,4.35,2P30
Fares,Jaziri,4.4,1.99,4.23,3.96,4ARCTIC27
Aymen,Ben Salah,2.89,4.45,3.57,2.09,1A95
Dorra,Haddad,1.12,1.13,1.95,0.22,3B11
Zied,Khemiri,0.61,1.5,3.29,2.33,5SLEAM43
Rami,Ben Amor,2.53,3.15,0.54,3.07,1A39
Emna,Zouari,0.85,4.02,3.45,0.56,2A35
Lotfi,Sassi,2.84,4.55,0.91,3.44,4ARCTIC87
Amel,Ghanouchi,0.3,3.11,4.67,0.06,5GAMIX38
Rym,Jebali,0.89,3.68,0.73,4.27,3B11
Meriem,Chouchene,3.23,4.57,4.3,4.87,2P30
Khadija,Mansour,1.93,4.94,4.28,1.05,2A49
Anis,Nasri,3.83,1.69,0.91,1.81,1A16
Cyrine,Jlassi,3.49,0.72,1.33,1.25,3B85
Hichem,Haddad,2.89,1.37,3.29,2.53,2A98
Hatem,Zouari,0.25,1.63,1.81,1.01,4IOSYS40
Youssef,Ammar,2.49,4.88,1.36,2.77,1A13
Mohamed,Haddad,1.54,3.96,3.17,1.54,4SAE18
Chokri,Guettari,2.09,1.4,4.06,3.51,2P51
Oussama,Ammar,4.52,2.19,1.61,4.36,2A25
Adel,Hamdi,2.21,0.77,0.75,2.73,3A97
Wassim,Miled,1.14,2.63,0.38,3.26,1A13
Amine,Saidi,2.99,3.63,0.35,3.58,3A66
Khalil,Chaabane,0.22,0.59,1.1,3.03,3A66
Hichem,Driss,2.46,4.68,0.38,4.68,5ARCTIC60
Amel,Haddad,3.6,3.79,2.58,0.66,3A75
Wafa,Jebali,3.65,2.62,1.64,4.04,2A77
Hamza,Jebali,4.34,0.58,1.75,3.06,2A35
Mourad,Ben Ali,4.24,4.33,3.51,2.43,2A25
Fares,Rekik,2.69,0.05,2.1,0.25,4SIM62
Siwar,Chebbi,3.96,3.88,4.57,3.23,4IOSYS40
Adel,Zouari,2.4,1.11,1.27,2.1,1A7
Ali,Ben Amor,4.5,0.79,2.32,3.11,1A85
Salma,Driss,1.2,0.46,3.01,4.5,3B96
Oumaima,Saidi,2.17,2.45,3.22,2.21,3B11
Wassim,Ammar,0.51,1.24,3.77,2.77,3A96
Oumaima,Makni,4.58,1.77,0.16,3.48,5GAMIX79
Wafa,Zayani,0.06,3.75,3.71,1.75,1A82
Youssef,Trabelsi,3.38,0.64,1.37,0.35,2A63
Manel,Chouchene,0.35,2.64,1.41,4.5,4SAE18
Lobna,Ben Ali,1.34,3.74,4.65,1.03,4SIM89
Oumaima,Fourati,2.67,0.42,2.76,0.88,3A73
Asma,Ben Amor,2.52,3.46,3.04,3.25,2A31
Sonia,Trabelsi,2.71,4.11,1.02,0.15,4TWIN23
Mouna,Driss,1.33,4.13,4.38,0.52,3B85
Oussama,Maaloul,4.77,1.68,0.31,4.04,1A82
Tarek,Mansour,3.35,0.83,1.01,3.99,2A49
Khadija,Toumi,1.19,3.42,0.45,1.95,2P30
Amine,Maaloul,1.97,0.02,1.17,4.53,2A77
Khadija,Miled,3.16,0.99,3.24,3.35,5GAMIX57
Hend,Khemiri,2.46,2.74,4.6,3.95,3B23
Rim,Ghanouchi,3.83,4.44,3.56,0.14,5SAE2
Foued,Ayari,3.02,2.88,2.62,4.42,5IOSYS58
Foued,Rekik,2.42,3.43,4.36,3.26,3A70
Omar,Slimani,3.18,4.76,0.63,4.48,3A66
Khadija,Khlifi,3.49,0.12,1.36,4.17,4IOSYS40
Nabil,Rekik,1.59,1.54,2.85,3.48,3B93
Foued,Abidi,1.47,1.61,3.03,2.08,1A64
Ghada,Maaloul,2.89,2.18,4.52,3.04,5SAE2
Mariem,Zouari,1.27,1.75,4.62,4.16,1A23
Karim,Turki,1.69,1.26,2.96,1.33,3A97
Tarek,Driss,0.98,1.69,1.49,3.3,5GAMIX57
Amine,Bouazizi,0.69,0.62,0.44,3.77,2A27
Sofiene,Ferjani,1.38,0.22,0.31,1.33,4SAE18
Bechir,Gharbi,0.37,4.96,2.05,1.36,3B93
Oussama,Gharbi,2.33,0.26,1.86,3.49,3A10
Olfa,Ferjani,4.34,3.86,2.94,0.1,1A33
Adel,Driss,4.49,4.79,4.31,4.52,5SLEAM19
Anis,Lahmar,2.12,4.37,1.94,3.8,5IOSYS7
Mouna,Chebbi,1.32,0.81,0.43,3.9,3A60
Ahmed,Hamdi,1.41,4.46,3.41,0.65,5GAMIX38
Rami,Guettari,4.44,0.02,3.04,3.14,2P30
Leila,Baccouche,1.29,4.11,2.43,3.39,2A32
Lina,Belkhir,4.55,4.93,1.06,1.79,3B93
Amel,Bouazizi,0.11,3.17,4.13,3.67,3B60
Oumaima,Mejri,3.84,4.43,3.17,2.41,3B49
Siwar,Chaabane,0.91,0.42,3.57,1.34,1A39
Samira,Zayani,4.14,0.36,3.3,1.52,3B81
Zaineb,Jaziri,2.05,0.59,1.35,4.77,4NIDS26
Mariem,Kanzari,3.58,2.95,0.93,0.4,1A23
Mariem,Mansour,1.55,3.96,3.37,0.33,5SAE2
Mehdi,Saidi,3.65,4.84,4.37,1.37,1A64
Bilel,Cherif,2.99,2.9,0.57,0.74,3B67
Amina,Ferjani,2.43,4.63,1.53,3.25,1A85
Foued,Slimani,2.86,4.06,3.49,4.88,5NIDS35
Fatma,Mabrouk,4.87,0.15,1.4,4.07,2A77
Fethi,Ben Amor,4.73,0.85,2.66,4.72,2A99
Omar,Guettari,2.99,0.51,2.32,4.58,5SE32
Nadia,Driss,1.55,2.5,2.01,0.83,3A19
Siwar,Makni,1.6,3.75,1.81,3.26,2P87
Ines,Driss,0.65,1.66,1.05,4.0,3B67
Wided,Bouazizi,4.17,4.25,3.54,4.82,3A60
Khadija,Trabelsi,1.22,0.35,2.71,3.12,1A77
Foued,Khemiri,1.83,0.19,0.67,4.92,2A61
Haythem,Kanzari,0.25,3.94,1.58,1.0,3A55
Rania,Rekik,1.17,2.8,1.98,0.74,4GAMIX39
Hatem,Driss,1.56,0.55,2.04,0.6,1A13
Yasmine,Driss,0.97,3.18,4.95,1.53,1A18
Wafa,Belkhir,2.72,1.65,0.49,1.01,3B67
Walid,Ammar,3.71,2.83,2.29,4.96,5SAE33
Mouna,Baccouche,2.79,2.07,1.19,1.2,2A31
Khalil,Nasri,4.19,4.88,3.48,1.38,3A66
Mehdi,Haddad,3.68,1.9,0.05,4.36,5IOSYS7
Eya,Belkhir,1.97,4.16,0.38,3.68,2A35
Skander,Chaabane,0.78,4.09,3.23,4.97,2P30
Fares,Mejri,0.89,1.79,2.39,2.79,2A35
Aymen,Chaabane,1.24,0.63,4.47,4.21,2P30
Nadia,Belkhir,2.04,3.44,4.17,0.38,1A85
Manel,Turki,2.71,4.26,4.56,0.1,5ARCTIC60
Sarra,Mejri,4.51,1.87,3.4,2.31,1A90
Ghada,Mansour,1.22,1.45,0.66,3.75,2A75
Chaima,Miled,1.49,2.45,4.56,0.63,5BI77
Walid,Belkhir,1.42,2.04,2.39,3.88,5SAE33
Yasmine,Chebbi,3.19,0.63,1.65,0.92,5SLEAM43
Rami,Chebbi,4.27,2.28,4.4,2.95,5SAE59
Omar,Driss,2.88,2.82,4.47,3.2,1A23
Fatma,Haddad,3.39,0.36,0.1,4.4,2A75
Khadija,Ayari,4.95,3.87,3.8,2.85,1A74
Rym,Zayani,3.61,3.41,3.99,1.27,1A1
Hatem,Khemiri,1.76,0.72,2.5,4.71,1A39
Lina,Khlifi,3.06,3.17,3.61,4.92,3B81
Leila,Jebali,3.29,3.4,3.7,2.9,3A70
Fethi,Zayani,0.59,4.42,4.77,2.69,2A25
Meriem,Mansour,3.11,0.97,2.29,3.62,4ARCTIC27
Hichem,Nasri,2.91,0.78,0.83,3.61,1A95
Ines,Ghanouchi,3.09,4.07,0.54,1.27,4GAMIX83
Chokri,Haddad,0.66,1.9,3.39,1.21,3A88
Chaima,Guettari,2.38,4.33,3.4,4.24,5SLEAM19
Wassim,Belkhir,0.76,4.75,1.87,0.22,5TWIN27
Mouna,Ghanouchi,3.98,0.89,1.7,4.34,3B23
Rim,Miled,3.03,2.66,1.85,1.07,1A13
Mehdi,Jlassi,2.88,1.51,1.64,0.93,3A70
Oumaima,Ayari,4.77,2.46,1.8,3.58,3A69
Khalil,Khemiri,2.64,2.33,3.68,3.12,1A23
Olfa,Guettari,2.44,0.02,1.98,2.89,1A1
Ghada,Mejri,0.49,0.59,2.41,2.85,1A10
Foued,Makni,2.58,1.73,2.98,0.55,4SAE18
Khadija,Ben Amor,0.59,1.38,4.33,3.72,3B12
Leila,Gharbi,1.01,1.65,1.69,2.37,1A23
Hela,Chaabane,4.34,2.64,3.37,1.93,3A66
Dorra,Lahmar,0.66,0.28,4.93,0.4,2A6
Lotfi,Chouchene,0.35,4.27,4.3,2.86,2A4
Hiba,Nasri,0.09,0.3,4.18,3.28,1A10
Eya,Ben Ali,2.78,3.98,2.35,0.77,5BI77
Sofiene,Ghanouchi,2.26,1.64,0.53,4.82,3B84
Lotfi,Chebbi,4.6,3.31,0.99,1.81,5TWIN79
Sofiene,Mejri,0.73,3.03,3.78,0.42,5TWIN79
Bilel,Jebali,4.77,1.28,0.8,2.23,4ARCTIC27
Nizar,Driss,4.25,4.66,2.28,4.42,2A58
Marwen,Karoui,1.31,2.95,2.27,0.69,3A82
Adel,Ghanouchi,3.59,4.04,4.74,1.54,3B23
Dorra,Ben Amor,0.38,2.47,2.09,2.44,3B96
Mehdi,Chaabane,0.25,1.92,4.79,2.42,3B23
